job_id,job_title,industry,required_education,required_degree_field,years_of_experience,hard_skills,soft_skills,hard_skills_normalized,soft_skills_normalized,all_skills
87,Instructional Designer,Education,Master,Arts and Social Sciences,3,"['E-Learning Development', 'Learning Management Systems', 'Assessment Design', 'Storyboarding', 'Multimedia Tools', 'Course Authoring Tools', 'Training Needs Analysis', 'SCORM']","['Collaboration', 'Creativity', 'Problem-Solving']","['e-learning development', 'learning management systems', 'assessment design', 'storyboarding', 'multimedia tools', 'course authoring tools', 'training needs analysis', 'scorm']","['collaboration', 'creativity', 'problem-solving']","['e-learning development', 'learning management systems', 'assessment design', 'storyboarding', 'multimedia tools', 'course authoring tools', 'training needs analysis', 'scorm', 'collaboration', 'creativity', 'problem-solving']"
88,Special Education Teacher,Education,Bachelor,Arts and Social Sciences,3,"['Classroom Management', 'Individualized Education Plans', 'Behavioral Interventions', 'Differentiated Instruction', 'Assistive Technology', 'Learning Assessments', 'IEP Meetings', 'Inclusive Education']","['Patience', 'Empathy', 'Communication']","['classroom management', 'individualized education plans', 'behavioral interventions', 'differentiated instruction', 'assistive technology', 'learning assessments', 'iep meetings', 'inclusive education']","['patience', 'empathy', 'communication']","['classroom management', 'individualized education plans', 'behavioral interventions', 'differentiated instruction', 'assistive technology', 'learning assessments', 'iep meetings', 'inclusive education', 'patience', 'empathy', 'communication']"
89,Academic Advisor,Education,Master,Arts and Social Sciences,2,"['Academic Planning', 'Student Counseling', 'Degree Audits', 'Course Registration', 'Time Management Support', 'Career Guidance', 'University Policies', 'Advising Software']","['Active Listening', 'Interpersonal Skills', 'Problem-Solving']","['academic planning', 'student counseling', 'degree audits', 'course registration', 'time management support', 'career guidance', 'university policies', 'advising software']","['active listening', 'interpersonal skills', 'problem-solving']","['academic planning', 'student counseling', 'degree audits', 'course registration', 'time management support', 'career guidance', 'university policies', 'advising software', 'active listening', 'interpersonal skills', 'problem-solving']"
90,Training Specialist,Human Resources and Operations,Bachelor,Business,4,"['Curriculum Development', 'Learning Management Systems', 'Training Delivery', 'Instructional Design', 'Needs Analysis', 'Performance Measurement', 'Workshop Facilitation', 'e-Learning Tools']","['Presentation Skills', 'Adaptability', 'Collaboration']","['curriculum development', 'learning management systems', 'training delivery', 'instructional design', 'needs analysis', 'performance measurement', 'workshop facilitation', 'e-learning tools']","['presentation skills', 'adaptability', 'collaboration']","['curriculum development', 'learning management systems', 'training delivery', 'instructional design', 'needs analysis', 'performance measurement', 'workshop facilitation', 'e-learning tools', 'presentation skills', 'adaptability', 'collaboration']"
91,Learning and Development Manager,Human Resources and Operations,Master,Business,5,"['Curriculum Design', 'Instructional Design Software', 'Learning Management Systems Administration', 'Training Needs Analysis', 'E-learning Development', 'Adult Learning Principles', 'Program Evaluation', 'Budget Management Training Programs', 'Data Analysis Training ROI', 'Project Management L&D Initiatives', 'Performance Management Systems', 'Training Delivery and Facilitation', 'Competency Mapping', 'Content Creation Tools', 'Presentation Software']","['Leadership', 'Strategic Thinking', 'Communication']","['curriculum design', 'instructional design software', 'learning management systems administration', 'training needs analysis', 'e-learning development', 'adult learning principles', 'program evaluation', 'budget management training programs', 'data analysis training roi', 'project management l&d initiatives', 'performance management systems', 'training delivery and facilitation', 'competency mapping', 'content creation tools', 'presentation software']","['leadership', 'strategic thinking', 'communication']","['curriculum design', 'instructional design software', 'learning management systems administration', 'training needs analysis', 'e-learning development', 'adult learning principles', 'program evaluation', 'budget management training programs', 'data analysis training roi', 'project management l&d initiatives', 'performance management systems', 'training delivery and facilitation', 'competency mapping', 'content creation tools', 'presentation software', 'leadership', 'strategic thinking', 'communication']"
92,E-learning Specialist,Education,Bachelor,Information Systems,3,"['Learning Management Systems', 'Instructional Design', 'Multimedia Development']","['Creativity', 'Attention to Detail', 'Problem-Solving']","['learning management systems', 'instructional design', 'multimedia development']","['creativity', 'attention to detail', 'problem-solving']","['learning management systems', 'instructional design', 'multimedia development', 'creativity', 'attention to detail', 'problem-solving']"
93,Test Developer,Education,Bachelor,Science,2,"['Test Automation Frameworks', 'Programming Languages', 'Version Control Systems', 'CI/CD Pipelines', 'API Testing Tools', 'Database Testing SQL', 'Performance Testing Tools', 'Security Testing Principles', 'Debugging and Troubleshooting', 'Test Case Design', 'Test Data Management', 'Software Development Life Cycle', 'Agile Methodologies', 'Bug Tracking Systems', 'Cloud Platforms']","['Analytical Thinking', 'Attention to Detail', 'Collaboration']","['test automation frameworks', 'programming languages', 'version control systems', 'ci/cd pipelines', 'api testing tools', 'database testing sql', 'performance testing tools', 'security testing principles', 'debugging and troubleshooting', 'test case design', 'test data management', 'software development life cycle', 'agile methodologies', 'bug tracking systems', 'cloud platforms']","['analytical thinking', 'attention to detail', 'collaboration']","['test automation frameworks', 'programming languages', 'version control systems', 'ci/cd pipelines', 'api testing tools', 'database testing sql', 'performance testing tools', 'security testing principles', 'debugging and troubleshooting', 'test case design', 'test data management', 'software development life cycle', 'agile methodologies', 'bug tracking systems', 'cloud platforms', 'analytical thinking', 'attention to detail', 'collaboration']"
94,Science Educator,Education,Bachelor,Science,1,"['Lesson Planning', 'Curriculum Development Science', 'Classroom Management', 'Laboratory Safety Procedures', 'Scientific Inquiry Methods', 'Data Analysis and Interpretation Scientific', 'Science Equipment Operation', 'Educational Technology Integration', 'Assessment Design Science', 'Differentiated Instruction', 'Research Methods Educational', 'Content Knowledge Specific Science Disciplines', 'STEM Education Principles', 'Student Progress Tracking', 'Presentation Software']","['Enthusiasm', 'Communication', 'Patience']","['lesson planning', 'curriculum development science', 'classroom management', 'laboratory safety procedures', 'scientific inquiry methods', 'data analysis and interpretation scientific', 'science equipment operation', 'educational technology integration', 'assessment design science', 'differentiated instruction', 'research methods educational', 'content knowledge specific science disciplines', 'stem education principles', 'student progress tracking', 'presentation software']","['enthusiasm', 'communication', 'patience']","['lesson planning', 'curriculum development science', 'classroom management', 'laboratory safety procedures', 'scientific inquiry methods', 'data analysis and interpretation scientific', 'science equipment operation', 'educational technology integration', 'assessment design science', 'differentiated instruction', 'research methods educational', 'content knowledge specific science disciplines', 'stem education principles', 'student progress tracking', 'presentation software', 'enthusiasm', 'communication', 'patience']"
95,Language Instructor,Education,Bachelor,Arts and Social Sciences,2,"['Curriculum Development Language', 'Lesson Planning Language', 'Grammar and Syntax Instruction', 'Phonetics and Pronunciation', 'Assessment Design Language Proficiency', 'Differentiated Instruction Language Learners', 'Language Pedagogy', 'Second Language Acquisition Theories', 'Conversational Practice Techniques', 'Cultural Immersion Strategies', 'Educational Technology Language Learning Apps/Software', 'Fluency Assessment', 'Vocabulary Instruction', 'Reading Comprehension Strategies', 'Writing Instruction']","['Patience', 'Communication', 'Adaptability']","['curriculum development language', 'lesson planning language', 'grammar and syntax instruction', 'phonetics and pronunciation', 'assessment design language proficiency', 'differentiated instruction language learners', 'language pedagogy', 'second language acquisition theories', 'conversational practice techniques', 'cultural immersion strategies', 'educational technology language learning apps/software', 'fluency assessment', 'vocabulary instruction', 'reading comprehension strategies', 'writing instruction']","['patience', 'communication', 'adaptability']","['curriculum development language', 'lesson planning language', 'grammar and syntax instruction', 'phonetics and pronunciation', 'assessment design language proficiency', 'differentiated instruction language learners', 'language pedagogy', 'second language acquisition theories', 'conversational practice techniques', 'cultural immersion strategies', 'educational technology language learning apps/software', 'fluency assessment', 'vocabulary instruction', 'reading comprehension strategies', 'writing instruction', 'patience', 'communication', 'adaptability']"
96,College Admissions Officer,Education,Bachelor,Arts and Social Sciences,3,"['Application Review and Evaluation', 'CRM Software', 'Data Entry and Management', 'Recruitment Strategies', 'Financial Aid Knowledge', 'Admissions Software Systems', 'Interviewing Skills', 'Presentation Skills Admissions Events', 'Market Research Higher Education', 'Policy Interpretation Admissions', 'Database Management', 'Compliance with Educational Regulations', 'Event Planning Recruitment Fairs', 'Communication Software', 'Report Writing']","['Interpersonal Skills', 'Decision-Making', 'Organization']","['application review and evaluation', 'crm software', 'data entry and management', 'recruitment strategies', 'financial aid knowledge', 'admissions software systems', 'interviewing skills', 'presentation skills admissions events', 'market research higher education', 'policy interpretation admissions', 'database management', 'compliance with educational regulations', 'event planning recruitment fairs', 'communication software', 'report writing']","['interpersonal skills', 'decision-making', 'organization']","['application review and evaluation', 'crm software', 'data entry and management', 'recruitment strategies', 'financial aid knowledge', 'admissions software systems', 'interviewing skills', 'presentation skills admissions events', 'market research higher education', 'policy interpretation admissions', 'database management', 'compliance with educational regulations', 'event planning recruitment fairs', 'communication software', 'report writing', 'interpersonal skills', 'decision-making', 'organization']"
