id_num,job_title,short_description,industry,pay_grade,normalized_skills,missing_skills,skill_gap_percentage,skill_gap_priority
910,Online Digital Brand Documentation Analyst,Analyze and improve brand documentation,Marketing,Average paying,"['documentation', 'branding', 'communication', 'technology', 'writing']","['branding', 'communication', 'documentation', 'technology', 'writing']",100.0,Critical
911,Remote Digital Product Partnership Analyst,Build partnerships for digital products,Technology,Average paying,"['partnerships', 'analytics', 'communication', 'technology', 'negotiation']","['analytics', 'communication', 'negotiation', 'partnerships', 'technology']",100.0,Critical
911,Remote Digital Product Partnership Analyst,Build partnerships for digital products,Technology,Average paying,"['partnerships', 'analytics', 'communication', 'technology', 'negotiation']","['analytics', 'communication', 'negotiation', 'partnerships', 'technology']",100.0,Critical
912,Online Digital Brand Release Analyst,Manage and analyze brand releases,Marketing,Average paying,"['release management', 'branding', 'communication', 'technology', 'reporting']","['branding', 'communication', 'release management', 'reporting', 'technology']",100.0,Critical
912,Online Digital Brand Release Analyst,Manage and analyze brand releases,Marketing,Average paying,"['release management', 'branding', 'communication', 'technology', 'reporting']","['branding', 'communication', 'release management', 'reporting', 'technology']",100.0,Critical
913,Remote Digital Product Experience Lead,Lead user experience for digital products,Technology,High paying,"['ux', 'leadership', 'communication', 'technology', 'analytics']","['analytics', 'communication', 'leadership', 'technology', 'ux']",100.0,Critical
913,Remote Digital Product Experience Lead,Lead user experience for digital products,Technology,High paying,"['ux', 'leadership', 'communication', 'technology', 'analytics']","['analytics', 'communication', 'leadership', 'technology', 'ux']",100.0,Critical
913,Remote Digital Product Experience Lead,Lead user experience for digital products,Technology,High paying,"['ux', 'leadership', 'communication', 'technology', 'analytics']","['analytics', 'communication', 'leadership', 'technology', 'ux']",100.0,Critical
913,Remote Digital Product Experience Lead,Lead user experience for digital products,Technology,High paying,"['ux', 'leadership', 'communication', 'technology', 'analytics']","['analytics', 'communication', 'leadership', 'technology', 'ux']",100.0,Critical
914,Online Digital Brand Insights Lead,Lead insights for online brands,Marketing,High paying,"['analytics', 'branding', 'communication', 'technology', 'reporting']","['analytics', 'branding', 'communication', 'reporting', 'technology']",100.0,Critical
914,Online Digital Brand Insights Lead,Lead insights for online brands,Marketing,High paying,"['analytics', 'branding', 'communication', 'technology', 'reporting']","['analytics', 'branding', 'communication', 'reporting', 'technology']",100.0,Critical
915,Remote Digital Product Retention Analyst,Increase retention for digital products,Technology,Average paying,"['retention strategy', 'analytics', 'communication', 'technology', 'reporting']","['analytics', 'communication', 'reporting', 'retention strategy', 'technology']",100.0,Critical
915,Remote Digital Product Retention Analyst,Increase retention for digital products,Technology,Average paying,"['retention strategy', 'analytics', 'communication', 'technology', 'reporting']","['analytics', 'communication', 'reporting', 'retention strategy', 'technology']",100.0,Critical
916,Online Digital Brand Content Lead,Lead content for online brands,Marketing,Average paying,"['content strategy', 'branding', 'communication', 'technology', 'leadership']","['branding', 'communication', 'content strategy', 'leadership', 'technology']",100.0,Critical
916,Online Digital Brand Content Lead,Lead content for online brands,Marketing,Average paying,"['content strategy', 'branding', 'communication', 'technology', 'leadership']","['branding', 'communication', 'content strategy', 'leadership', 'technology']",100.0,Critical
917,Remote Digital Product Documentation Lead,Lead documentation for digital products,Technology,Average paying,"['documentation', 'leadership', 'communication', 'technology', 'writing']","['communication', 'documentation', 'leadership', 'technology', 'writing']",100.0,Critical
917,Remote Digital Product Documentation Lead,Lead documentation for digital products,Technology,Average paying,"['documentation', 'leadership', 'communication', 'technology', 'writing']","['communication', 'documentation', 'leadership', 'technology', 'writing']",100.0,Critical
918,Online Digital Brand Partnership Analyst,Analyze partnerships for online brands,Marketing,Average paying,"['partnerships', 'analytics', 'communication', 'technology', 'reporting']","['analytics', 'communication', 'partnerships', 'reporting', 'technology']",100.0,Critical
918,Online Digital Brand Partnership Analyst,Analyze partnerships for online brands,Marketing,Average paying,"['partnerships', 'analytics', 'communication', 'technology', 'reporting']","['analytics', 'communication', 'partnerships', 'reporting', 'technology']",100.0,Critical
919,Remote Digital Product Campaign Lead,Lead campaigns for digital products,Technology,Average paying,"['campaign management', 'analytics', 'communication', 'technology', 'leadership']","['analytics', 'campaign management', 'communication', 'leadership', 'technology']",100.0,Critical
919,Remote Digital Product Campaign Lead,Lead campaigns for digital products,Technology,Average paying,"['campaign management', 'analytics', 'communication', 'technology', 'leadership']","['analytics', 'campaign management', 'communication', 'leadership', 'technology']",100.0,Critical
920,Online Digital Brand Experience Lead,Lead brand experience strategies,Marketing,High paying,"['brand experience', 'leadership', 'communication', 'technology', 'analytics']","['analytics', 'brand experience', 'communication', 'technology', 'ux']",100.0,Critical
920,Online Digital Brand Experience Lead,Lead brand experience strategies,Marketing,High paying,"['brand experience', 'leadership', 'communication', 'technology', 'analytics']","['analytics', 'brand experience', 'communication', 'leadership', 'technology']",100.0,Critical
920,Online Digital Brand Experience Lead,Lead brand experience strategies,Marketing,High paying,"['brand experience', 'leadership', 'communication', 'technology', 'analytics']","['analytics', 'brand experience', 'communication', 'leadership', 'technology']",100.0,Critical
921,Remote Digital Product Growth Lead,Lead growth for digital products,Technology,High paying,"['growth strategy', 'leadership', 'communication', 'technology', 'analytics']","['analytics', 'communication', 'growth strategy', 'leadership', 'technology']",100.0,Critical
921,Remote Digital Product Growth Lead,Lead growth for digital products,Technology,High paying,"['growth strategy', 'leadership', 'communication', 'technology', 'analytics']","['analytics', 'communication', 'growth strategy', 'leadership', 'technology']",100.0,Critical
922,Online Digital Brand Support Lead,Lead support for online brands,Marketing,Average paying,"['support', 'branding', 'leadership', 'communication', 'technology']","['branding', 'communication', 'leadership', 'support', 'technology']",100.0,Critical
